29,255,403,2
13,76,1352,181
27,52,1232,278
12,52,831,25
15,84,413,179
5,271,819,354
36,273,615,195
8,157,178,151
36,227,103,27
9,35,1322,17
32,225,39,35
28,39,247,18
3,89,1142,64
2,196,1041,364
15,90,814,412
22,78,296,312
24,162,832,420
8,16,368,54
22,97,494,51
31,25,80,467
2,227,519,32
22,318,320,301
4,113,1110,404
24,209,1014,371
26,208,492,188
16,337,553,335
30,323,1029,10
10,161,857,478
32,70,916,14
21,28,55,104
2,175,543,71
7,187,497,372
10,194,1083,260
24,331,543,143
32,274,913,55
18,25,820,172
17,366,1091,182
7,143,283,486
1,214,335,189
11,308,1376,436
24,305,1368,371
24,186,1324,65
2,326,15,266
20,6,643,180
37,202,164,369
10,275,80,316
13,221,296,59
33,302,448,440
7,77,27,348
18,147,403,457
36,196,699,166
35,37,759,110
10,201,801,379
16,6,521,106
22,182,1227,74
36,198,1415,319
35,282,1015,372
36,360,1170,413
35,363,1159,480
21,75,687,314
32,233,217,249
18,90,363,58
37,233,1348,286
35,346,1334,56
11,13,55,260
15,182,174,177
28,20,348,358
8,245,1089,288
8,358,882,314
1,151,229,51
19,158,1154,12
19,5,854,367
10,336,1101,169
35,242,1310,216
25,241,121,22
28,56,1024,342
26,222,443,497
5,307,1325,225
27,364,12,182
30,150,484,310
21,114,781,359
12,258,1359,69
22,62,72,98
7,110,360,347
36,216,1023,187
5,319,617,498
9,242,1034,308
17,346,237,235
24,305,1314,413
21,173,1327,432
12,33,1048,397
37,203,919,444
34,243,552,314
31,325,70,479
19,202,997,259
27,248,1369,69
33,60,1143,376
6,102,831,63
13,187,667,289
30,208,501,312
21,360,373,369
14,191,212,134
17,97,1270,85
1,101,37,98
22,120,1309,102
10,334,120,413
34,319,130,472
9,252,1024,229
25,217,726,210
32,191,1268,381
23,54,507,133
24,266,215,2
6,85,1270,212
1,165,992,231
32,12,651,30
19,283,1208,473
32,2,729,291
8,216,414,144
3,74,1058,456
28,47,1132,389
12,85,610,47
24,87,163,360
30,29,236,273
8,362,558,149
26,169,44,12
8,212,337,272
30,130,383,160
24,143,837,422
24,343,867,374
32,196,214,302
2,298,336,458
4,251,1063,481
29,24,902,155
13,280,1405,462
6,50,1120,276
6,36,802,114
36,193,732,64
22,24,197,463
22,139,20,369
1,299,445,317
37,352,1105,335
16,88,430,184
11,151,1334,87
36,274,1081,390
29,114,1149,120
22,90,763,23
1,250,993,401
26,21,793,112
11,288,59,386
35,12,956,495
1,200,1074,484
28,342,635,500
22,79,822,139
9,113,813,28
23,78,47,484
5,300,1418,166
26,62,1070,41
12,323,843,231
2,170,1058,254
7,117,138,43
26,58,248,311
34,59,181,266
27,160,172,416
36,104,338,141
6,3,755,473
31,62,1214,69
19,331,1145,385
12,280,965,259
16,272,489,382
12,283,799,249
5,218,1263,405
33,188,1350,431
32,307,367,454
33,268,594,133
24,330,1421,172
8,190,275,401
31,186,616,344
2,67,1180,51
13,66,186,114
14,359,430,358
22,224,1214,160
4,253,599,233
33,235,587,141
36,15,1200,344
17,182,778,458
12,287,1332,106
6,62,862,66
33,287,135,113
23,309,466,213
33,318,1352,134
19,217,750,490
19,151,594,21
6,51,411,91
30,61,1014,441
28,345,1309,258
7,168,1210,359
31,247,68,70
35,335,808,116
27,249,579,354
37,231,581,165
7,342,794,79
33,72,652,284
33,325,1219,401
19,290,1315,235
8,67,78,447
13,220,568,14
15,198,88,394
34,111,1221,387
8,234,941,255
18,302,651,173
8,165,366,491
13,286,608,106
16,161,1341,206
26,346,604,395
4,254,901,438
34,97,101,54
16,271,169,467
22,127,15,162
16,85,556,290
16,47,1230,459
12,7,319,104
30,124,718,107
12,356,944,497
9,342,1231,107
18,97,1196,499
10,112,400,493
34,156,772,140
28,13,648,497
27,213,309,299
6,126,205,157
32,356,571,36
1,356,799,426
9,176,884,51
24,98,68,344
13,152,534,66
34,289,1303,355
36,107,86,239
9,216,809,244
25,277,929,7
19,359,1187,372
16,74,1262,10
23,8,17,340
14,84,106,236
4,161,1079,356
25,84,339,231
28,86,558,398
19,245,573,19
31,161,880,458
25,279,1196,155
27,244,647,21
17,220,241,99
10,283,997,80
24,130,704,86
35,40,207,33
4,43,330,450
9,219,834,482
21,171,727,317
2,192,172,127
15,13,1348,147
7,125,1232,144
26,93,737,341
2,60,1163,385
30,103,169,110
36,116,439,83
9,161,62,234
18,17,1108,109
14,209,1419,399
3,263,1432,427
9,67,275,88
3,352,760,356
14,88,722,51
7,135,398,223
19,77,340,274
9,298,203,171
6,366,1127,137
28,227,73,441
25,240,1092,327
12,215,1281,405
15,279,742,486
1,126,693,239
24,188,302,158
34,188,178,488
18,195,310,41
12,117,1253,67
6,139,1152,318
32,320,1256,100
36,210,576,82
27,356,124,269
37,214,131,249
29,135,830,131
24,350,1240,373
4,80,854,240
2,282,467,413
8,206,1425,203
14,191,530,395
19,294,399,107
17,347,1281,243
17,19,1330,418
16,23,609,362
1,155,169,160
17,214,477,248
9,41,1008,254
22,232,1162,332
3,61,302,156
11,354,1354,352
20,200,276,255
10,222,1301,433
7,352,317,62
36,335,23,186
16,113,783,346
29,15,730,52
29,162,46,171
16,70,437,433
17,171,701,491
3,103,1263,119
31,86,1230,131
14,212,922,114
6,228,540,95
7,331,752,320
23,80,770,499
32,317,669,109
23,354,514,405
34,165,1109,165
5,271,558,6
31,117,970,80
14,365,1030,354
14,304,1293,350
18,217,292,131
24,10,1284,75
8,288,448,438
28,232,412,227
9,189,824,484
15,251,941,394
34,169,554,54
33,225,1111,100
23,311,511,139
24,266,736,2
31,209,177,198
30,337,146,91
4,214,1054,246
18,275,614,110
21,77,1108,419
33,189,1154,79
26,101,1311,280
30,138,497,185
8,248,21,209
22,220,83,336
3,225,439,445
1,74,1390,239
3,218,946,129
15,313,936,487
17,41,736,476
14,167,515,201
13,201,913,63
37,144,517,309
16,25,685,420
30,137,894,489
12,76,1421,23
36,205,493,466
37,269,736,475
25,311,241,174
34,24,471,264
13,201,404,380
28,270,749,77
24,159,918,109
19,308,202,380
22,256,1301,387
6,50,182,191
15,42,941,427
33,252,371,36
30,3,1349,158
32,186,1062,261
30,139,1282,332
30,259,910,193
13,13,1398,465
33,198,375,187
21,38,305,105
10,145,1162,153
35,19,1432,337
11,217,997,472
30,174,1144,220
11,238,567,498
31,206,1385,478
3,332,492,491
24,250,106,328
20,90,1218,368
28,175,714,34
35,106,293,381
11,12,20,438
12,185,1350,325
32,91,1005,219
17,72,841,258
15,239,925,172
10,15,196,136
1,25,229,485
11,77,1272,47
21,105,716,223
18,79,1319,357
9,342,1357,158
13,351,1081,146
2,184,1295,366
28,35,337,15
27,149,21,266
21,22,712,122
17,69,101,364
23,50,487,357
26,355,987,462
37,209,773,268
3,1,820,115
37,7,1079,34
15,354,1182,8
28,16,1374,244
3,290,351,361
22,365,969,489
1,286,1292,152
14,24,943,357
12,167,678,64
17,187,727,33
7,256,619,315
1,180,1359,398
11,21,754,221
10,257,205,17
29,320,154,131
25,37,593,214
4,140,849,22
27,59,800,497
2,168,1036,259
30,24,486,329
8,344,965,107
9,334,1159,427
10,7,593,173
30,332,973,225
31,285,745,21
10,269,1359,262
11,174,399,392
6,319,1278,130
20,351,664,71
33,75,437,377
30,317,254,377
35,49,574,474
20,149,65,353
20,295,81,234
18,12,279,67
15,21,322,80
3,282,258,159
32,83,1188,406
13,147,502,13
21,289,1437,16
37,225,869,42
8,270,1039,5
16,150,325,129
27,152,878,302
37,92,752,59
3,3,496,238
3,335,1222,394
24,65,1018,79
17,293,250,491
12,290,709,119
29,138,1424,88
28,305,93,198
13,167,1156,21
32,271,113,426
8,352,533,184
34,22,377,68
11,273,922,6
3,42,730,330
15,288,403,437
32,220,608,313
22,74,479,425
15,257,952,318
12,100,830,100
19,8,726,352
8,105,569,302
9,15,1390,212
16,10,661,435
30,242,647,386
5,85,351,281
13,42,373,500
28,342,154,105
6,334,128,54
6,108,1047,452
18,41,598,282
2,222,961,36
22,203,1029,103
19,133,724,479
8,130,723,146
1,245,936,195
23,171,156,457
15,176,700,76
10,145,1031,121
14,131,1323,315
26,158,1221,104
20,187,1195,387
6,152,57,253
25,78,694,161
4,61,229,89
21,305,1112,336
27,360,457,466
30,72,412,256
13,182,775,413
34,224,767,456
35,60,701,31
32,239,22,490
34,189,824,334
8,188,899,189
26,110,210,330
37,315,91,281
19,291,318,47
7,280,1127,456
2,147,769,6
24,249,1063,108
23,315,944,360
27,273,198,412
36,284,321,160
22,16,655,209
19,113,104,30
17,90,493,70
20,188,854,226
17,31,117,307
27,300,7,124
11,289,282,260
11,198,1039,291
15,210,784,385
7,243,871,408
22,52,456,134
2,85,184,416
11,56,1414,145
25,280,94,329
6,71,984,178
24,192,1305,267
12,138,1113,483
29,34,1013,476
17,269,605,3
33,232,219,88
12,130,1000,454
2,295,669,384
18,23,1377,492
22,355,390,347
24,129,1208,88
30,99,762,55
9,1,149,418
13,77,1192,293
24,77,373,278
14,217,1416,498
6,194,559,339
30,318,65,355
34,188,225,365
28,30,1093,485
36,27,963,47
8,134,987,415
26,264,770,251
29,303,585,213
18,205,972,169
32,22,1402,249
18,1,1048,337
14,79,253,454
15,18,605,56
29,44,1310,343
5,132,588,7
37,119,1207,264
5,5,1109,432
35,174,497,230
36,22,1334,153
34,53,770,171
16,123,1072,178
10,68,1235,236
18,303,14,334
19,262,315,21
12,20,158,100
27,360,402,70
36,37,675,385
16,40,1050,414
15,286,806,153
24,296,747,395
11,53,17,178
19,153,1253,496
2,256,386,362
2,208,60,99
6,244,1435,460
9,47,939,35
20,176,860,163
30,141,582,279
17,181,9,310
21,85,591,371
27,8,282,176
35,305,189,226
9,280,419,326
32,277,625,486
31,174,579,205
23,156,1089,31
21,282,253,370
4,277,92,326
33,134,864,480
33,194,822,418
37,312,266,61
11,110,1412,463
15,228,1033,170
3,49,541,7
7,223,748,1
22,347,11,101
24,355,917,31
28,148,1347,275
24,281,899,147
3,117,1320,262
33,141,144,206
1,23,1178,282
26,69,226,165
11,256,185,190
29,322,152,336
9,106,1345,41
17,239,226,335
31,13,885,366
2,196,1175,167
22,177,1337,238
17,212,1080,141
10,54,63,374
5,76,1087,285
9,250,583,61
13,126,457,64
35,212,822,381
36,322,472,385
12,157,696,234
14,22,442,260
13,364,528,126
26,274,766,279
27,338,1339,320
32,300,1424,481
10,338,50,457
18,329,744,316
27,36,113,20
25,339,1343,271
22,347,86,140
9,311,15,484
4,323,148,9
11,206,87,204
19,2,16,189
7,1,1263,32
19,141,1367,164
34,208,730,285
30,32,138,212
21,190,1021,254
5,182,33,83
32,161,1068,416
24,83,729,310
15,138,1023,95
28,274,28,54
25,334,224,133
6,282,747,369
9,6,845,35
13,133,1421,268
28,244,1067,479
5,88,460,214
11,295,540,249
25,196,680,97
16,201,105,287
25,352,1096,172
26,365,26,312
17,15,991,222
21,63,1400,219
15,155,1344,95
18,345,1429,77
8,1,1161,50
15,121,137,467
2,150,425,165
20,349,688,14
9,100,149,97
36,289,1086,215
17,169,640,362
4,46,1196,445
12,270,479,298
28,323,684,238
8,81,171,191
21,320,625,322
2,101,1370,370
16,274,333,396
31,169,858,123
24,179,851,215
25,241,79,155
26,361,280,2
16,333,1086,452
23,293,900,407
26,133,454,26
16,146,1334,305
18,46,1253,366
7,49,1032,477
28,350,47,251
15,169,284,320
11,340,791,272
35,123,580,369
34,227,1091,404
26,173,388,239
14,236,1384,156
18,309,200,293
21,202,278,263
29,27,103,229
26,84,291,13
7,302,1358,164
26,115,1134,333
11,87,1136,429
26,17,319,373
27,69,697,38
4,178,1300,224
31,287,929,138
20,49,901,318
24,318,529,33
23,242,1236,390
1,177,1138,494
33,275,961,257
26,177,939,47
16,154,1076,115
8,195,1255,196
37,130,389,99
10,146,175,84
17,76,814,127
32,90,394,499
1,254,660,231
23,290,240,79
16,347,138,288
36,176,665,183
25,344,311,278
28,275,1048,178
16,80,170,2
6,198,1367,108
37,236,821,275
35,33,1388,266
35,108,95,481
28,139,288,470
33,121,822,232
7,16,1094,309
19,154,1302,97
34,293,751,17
2,72,967,429
16,72,152,125
36,62,1235,205
37,316,935,477
2,45,445,289
11,239,543,338
32,366,1341,11
20,209,561,158
36,299,354,22
21,273,248,262
16,272,836,120
28,308,1178,174
29,294,134,237
20,330,1008,312
34,237,575,483
33,169,527,345
32,148,58,82
20,67,1049,373
18,153,221,158
23,234,625,348
4,258,572,491
23,223,90,124
5,162,547,90
16,188,991,364
16,125,292,230
35,213,1427,159
16,221,575,35
9,102,954,330
9,271,763,452
5,54,256,21
14,346,655,235
5,147,767,80
23,252,104,427
33,12,538,402
27,26,308,139
9,166,274,284
2,191,457,259
4,177,863,400
30,329,1121,443
14,186,806,150
16,32,1144,156
20,212,351,146
13,314,1052,61
28,188,717,85
18,3,396,50
4,239,624,268
2,234,111,65
17,85,977,243
2,161,93,479
37,232,1072,452
13,311,1108,462
19,221,681,493
9,1,972,262
1,336,688,55
31,256,786,478
25,211,498,345
2,230,19,192
16,40,498,72
15,263,1284,52
30,151,983,262
18,254,1394,166
14,217,105,345
6,345,500,500
9,330,1327,132
17,306,238,36
31,334,754,151
25,341,1086,391
2,335,475,378
16,358,724,173
34,304,688,78
16,176,339,312
20,163,1107,95
17,347,170,410
30,325,93,261
14,315,1374,204
14,245,580,384
4,180,842,40
15,305,820,134
1,88,1083,339
14,65,1100,71
28,164,794,84
33,104,619,99
32,80,1424,44
29,157,640,10
20,335,947,103
24,306,1058,443
35,16,792,76
6,194,604,159
17,172,419,384
25,155,1263,472
31,20,495,58
33,239,1365,143
13,185,1017,210
17,277,1035,201
29,160,69,439
14,98,1161,261
16,32,230,44
8,195,370,60
7,153,859,424
21,349,1267,306
23,253,775,381
24,300,207,297
33,189,464,378
35,84,935,110
12,288,289,425
4,248,1422,176
3,332,1317,467
37,137,1362,268
34,350,738,364
13,334,87,302
1,214,417,19
25,63,734,21
26,72,1076,315
23,20,126,309
8,338,389,112
35,340,3,280
26,104,448,258
10,8,911,36
23,26,1104,164
22,195,610,169
25,180,224,296
20,14,503,332
37,288,623,417
3,126,587,248
16,54,96,54
2,66,903,448
26,44,1286,116
19,292,54,333
11,69,1302,92
6,217,693,486
16,213,1211,489
11,256,1246,334
13,336,315,12
13,43,345,261
17,47,172,315
32,218,556,141
1,312,209,284
28,21,317,329
33,79,55,196
9,56,1293,311
30,266,103,187
7,214,500,76
35,23,917,154
30,138,1351,133
13,353,156,403
24,36,695,383
7,299,1426,251
26,129,994,493
9,106,1303,128
18,244,264,241
34,157,143,9
24,278,287,317
25,260,817,275
33,163,335,110
16,366,979,305
2,115,1332,51
27,230,1153,143
27,212,758,176
15,229,736,13
31,179,1165,164
7,44,1158,194
25,237,411,290
17,267,662,270
4,99,12,273
32,140,459,376
29,100,732,461
36,52,427,310
24,131,1215,257
37,158,121,392
14,270,139,144
28,68,1171,339
5,244,540,366
15,34,1098,58
15,117,306,308
36,145,604,298
14,192,849,124
30,201,994,366
29,234,973,21
36,264,1144,153
6,236,26,420
35,219,584,98
33,54,652,459
27,88,147,83
9,297,338,23
13,203,813,133
17,68,794,289
35,266,537,353
8,280,1061,29
29,331,646,387
34,199,635,61
3,276,640,251
5,59,1098,65
1,279,1078,102
20,50,179,35
9,317,485,398
31,217,1396,359
11,297,103,303
29,152,1053,453
34,122,848,288
8,157,909,123
17,93,1264,492
10,270,1139,354
9,112,78,64
2,247,1396,67
32,8,570,92
3,250,170,404
11,44,537,454
13,175,19,152
25,341,1160,479
1,134,1256,361
37,285,1317,77
31,172,497,97
29,121,1266,101
9,335,1330,463
25,197,847,176
11,262,1311,133
18,280,662,399
35,94,130,460
36,7,993,470
10,143,4,80
22,295,985,219
29,225,1331,196
2,301,527,70
36,97,90,490
12,315,495,54
6,152,69,362
7,190,110,1
26,102,283,388
8,39,1300,57
19,145,1236,35
2,154,2,231
32,51,388,137
12,78,164,482
14,141,714,205
27,343,298,462
15,173,305,486
19,107,642,415
26,190,142,93
16,97,121,330
9,107,1124,342
12,202,284,408
37,298,642,235
24,170,1088,434
19,54,532,355
21,355,638,313
28,323,446,324
30,280,1166,286
24,297,846,186
1,339,955,473
3,61,1336,420
19,223,442,150
16,95,1294,223
31,223,246,246
8,24,781,468
22,134,988,227
15,351,1260,205
32,114,747,107
32,302,415,19
34,201,597,145
32,180,265,152
30,261,946,51
17,325,493,145
8,170,651,421
36,10,92,344
8,298,1176,57
12,70,921,342
17,166,1411,192
10,66,295,190
36,278,707,194
2,159,608,485
30,325,314,288
22,150,1158,284
11,365,368,245
24,42,144,6
1,168,737,46
33,290,785,6
36,175,763,193
21,157,1367,491
18,361,666,403
14,174,1339,155
34,68,1141,1
4,167,475,476
33,185,327,57
19,11,922,471
4,267,898,224
13,187,1246,458
18,301,94,50
21,193,1354,242
2,79,786,217
30,40,531,349
17,192,409,347
23,218,600,257
30,97,804,472
31,211,564,85
20,116,1211,184
18,333,852,70
23,259,810,423
36,326,1370,472
37,181,1080,199
15,11,642,305
35,2,429,56
8,101,767,136
20,337,1432,329
11,118,193,319
9,282,621,374
23,186,1307,413
11,49,884,130
30,194,1236,318
7,206,377,425
1,350,50,249
36,317,431,410
10,153,149,89
20,165,714,423
9,171,524,125
18,305,1284,173
17,333,1434,45
37,70,1343,274
11,38,1404,245
8,129,305,23
35,125,276,118
2,348,523,469
30,351,858,94
21,337,1144,80
5,179,1193,423
1,138,907,468
25,85,466,60
15,137,388,31
9,205,1221,400
10,354,447,351
4,353,738,385
9,53,833,97
22,162,873,234
26,25,852,157
21,102,1018,51
21,165,317,455
6,109,1214,261
35,9,786,172
18,122,1022,458
7,265,1267,11
19,353,519,342
36,91,1058,422
5,160,267,109
37,185,223,59
28,294,1102,76
12,298,362,123
10,338,197,290
3,307,581,90
11,228,1267,72
22,9,464,17
25,346,30,441
15,295,1382,131
4,70,692,26
19,266,242,160
36,54,912,212
8,264,1307,461
37,117,1383,54
37,52,987,116
34,124,995,313
20,294,76,339
15,25,61,181
29,310,1308,439
16,38,733,304
13,340,146,443
9,130,1090,20
4,295,541,371
37,350,1040,198
11,304,1134,71
18,364,800,227
27,114,1046,140
7,288,546,324
37,90,654,407
31,258,498,381
1,360,1075,127
11,137,1207,199
21,212,110,273
15,47,130,142
32,291,893,313
3,187,1001,213
27,222,1055,345
14,359,933,35
21,317,158,326
20,360,732,273
8,49,862,146
12,59,485,344
24,57,1427,252
1,69,338,136
34,295,1413,207
29,233,843,18
21,240,579,321
24,101,1249,77
31,235,629,425
8,282,1146,96
2,53,1331,441
10,23,643,276
3,211,1186,375
6,290,864,492
8,134,102,265
28,258,883,439
11,47,420,393
2,219,466,299
25,244,328,220
21,219,551,91
7,175,1286,236
35,122,46,255
3,215,1090,96
20,236,265,487
11,157,643,427
2,105,1222,126
2,190,1022,302
34,53,446,97
30,257,33,111
9,75,379,157
31,57,1415,79
35,38,1370,358
11,276,968,376
19,337,159,344
8,313,24,95
12,113,268,293
3,43,1108,27
24,125,431,288
13,230,725,474
34,181,454,157
27,268,898,73
30,288,979,454
18,64,537,409
34,86,1247,158
12,245,1362,263
1,253,742,180
25,312,23,124
33,126,108,188
1,182,799,321
18,265,1305,80
1,331,95,80
12,217,1215,141
34,196,918,223
21,166,1414,67
32,13,1299,154
22,257,842,149
25,148,240,135
15,40,934,350
18,32,1064,62
32,68,30,273
13,298,1387,375
37,316,670,107
16,145,284,12
25,272,106,429
37,213,1177,315
7,127,587,380
34,187,496,323
30,220,189,319
33,252,1132,40
3,98,1253,150
29,109,1237,271
35,144,1111,338
28,115,760,161
1,334,1287,236
13,282,868,76
30,254,985,90
13,81,1079,139
7,19,1112,59
27,305,1055,433
36,150,629,15
22,278,9,229
31,44,1025,218
31,102,755,36
22,18,1162,57
26,151,656,313
26,316,781,288
25,147,1389,446
2,9,157,152
12,94,742,281
34,330,139,455
14,17,1401,338
1,132,765,59
16,212,477,253
13,59,494,378
2,37,365,186
36,295,1317,237
34,89,494,135
4,165,633,49
28,177,941,300
8,199,841,479
25,26,121,402
16,143,182,40
36,141,677,290
24,140,474,127
14,39,127,356
35,48,1376,194
2,218,934,25
22,104,1274,476
35,312,1224,215
27,239,401,402
20,125,33,479
25,108,723,435
19,8,658,260
23,109,1372,8
16,112,1398,434
28,175,583,268
10,144,642,281
31,237,686,210
21,167,416,3
18,70,790,135
21,68,766,489
7,9,803,135
9,4,923,311
34,139,866,220
22,271,1204,175
32,15,6,395
20,39,1332,65
7,219,51,307
17,132,1157,138
33,134,1260,85
11,306,63,316
32,121,399,341
13,34,1312,144
27,209,720,162
20,75,1105,12
31,356,292,484
22,324,38,475
6,312,717,51
14,194,1225,239
1,67,850,172
33,269,873,72
24,218,495,288
27,344,1002,294
13,314,269,490
22,194,971,51
34,119,682,230
2,108,792,110
25,132,368,65
35,255,971,135
32,221,597,261
24,14,854,105
17,171,914,63
23,213,1219,363
13,195,1242,72
18,40,500,469
12,193,860,296
35,360,1249,63
22,143,91,141
14,96,877,61
11,204,1031,295
21,83,512,292
16,133,152,318
33,254,153,245
3,62,877,79
5,57,906,200
12,39,1043,251
37,277,565,469
28,35,199,162
22,197,371,24
27,206,517,410
30,141,536,494
15,175,244,399
16,186,94,157
18,326,83,418
37,339,917,417
34,265,1076,49
28,216,946,321
8,92,1264,258
26,227,496,484
20,178,935,312
22,23,1155,55
32,40,251,89
16,248,580,470
23,23,84,439
28,231,320,288
15,166,421,284
15,80,213,186
11,195,1300,66
10,304,1136,215
23,111,671,9
22,359,1392,449
6,222,722,416
23,362,1077,218
36,331,1422,260
32,251,874,207
27,323,718,292
19,204,243,175
8,335,353,392
36,255,125,10
8,176,594,405
10,361,1058,368
25,280,643,330
21,117,27,310
19,352,1167,401
14,345,802,53
27,213,595,189
33,246,766,392
25,142,353,433
29,37,545,110
18,195,1105,242
28,49,36,171
25,327,784,155
12,314,744,436
31,116,750,468
5,143,1023,39
6,210,1384,38
35,287,604,42
7,303,991,473
18,186,1047,43
3,160,1103,402
24,34,1031,398
37,148,1082,229
7,31,1293,451
1,18,1178,469
20,203,1394,272
3,249,1440,110
19,330,911,133
35,333,116,402
29,190,234,271
19,320,918,292
25,279,1227,267
7,361,421,93
29,170,1428,35
8,121,561,445
10,234,159,17
32,130,367,208
1,15,181,475
17,329,512,369
15,144,497,491
22,356,899,122
30,178,244,273
28,95,785,14
7,62,356,129
17,316,936,72
12,12,528,500
28,354,561,459
14,28,115,215
3,344,174,154
18,304,1246,428
10,58,1231,387
24,230,675,465
20,39,7,332
23,107,132,44
24,337,565,84
2,72,913,3
14,232,289,498
26,12,26,128
4,234,108,51
30,284,1198,323
27,119,71,489
17,22,52,247
29,312,491,160
10,181,174,306
21,195,593,256
7,333,1406,251
37,256,813,11
13,253,1255,447
25,297,329,354
5,72,200,291
24,207,340,22
32,42,183,12
19,197,745,429
1,8,946,46
27,344,1164,329
34,160,517,214
4,272,1244,85
3,312,691,82
17,55,644,18
22,13,905,27
1,160,1245,146
6,319,719,55
2,133,534,105
24,338,1029,36
11,219,1179,158
17,272,637,325
32,260,873,104
15,224,1409,484
9,104,1035,370
4,73,672,226
12,7,1031,209
26,215,928,71
27,354,186,193
28,43,645,61
20,40,1137,267
1,333,234,347
4,366,564,190
27,322,402,458
34,293,503,429
18,215,859,146
5,187,482,139
25,114,353,195
5,276,635,423
16,243,1390,253
32,153,603,299
6,300,795,116
17,190,1295,50
35,232,1104,435
12,134,99,468
17,2,742,27
9,36,988,43
24,197,137,422
25,272,1433,271
32,314,945,74
20,154,722,358
10,155,969,74
7,143,738,260
6,235,313,165
25,260,1359,64
19,268,458,405
27,159,70,388
30,55,1371,299
14,265,1023,428
24,242,1133,139
13,117,878,409
3,282,615,454
18,150,1349,334
13,61,82,363
21,165,179,311
1,301,778,214
19,22,955,79
37,135,1136,456
6,197,1350,316
6,245,595,273
29,297,1414,6
17,131,1387,98
25,21,1259,411
24,352,5,31
26,55,437,364
1,42,1166,177
13,100,961,4
4,10,1422,488
29,132,1426,170
31,359,9,344
9,353,1185,33
8,310,77,371
26,258,566,454
37,70,404,18
10,60,1166,493
15,20,551,492
10,144,1135,243
16,253,1004,443
18,319,416,455
31,196,249,384
18,318,492,14
1,280,236,403
7,55,929,346
1,75,952,462
26,230,869,340
36,175,337,225
26,160,120,143
33,284,48,112
25,308,798,304
32,243,742,414
19,354,346,236
27,85,303,377
16,117,1118,292
1,244,69,480
9,18,834,288
9,260,557,177
12,246,679,9
18,284,492,195
33,251,1433,368
1,291,750,476
9,179,823,97
5,91,366,26
27,295,952,113
11,267,93,93
22,207,224,449
24,222,319,9
22,23,237,93
14,181,531,465
5,18,357,456
3,155,17,52
9,201,245,197
25,37,750,25
3,152,261,68
20,197,1122,407
26,120,440,135
25,257,25,52
35,147,5,472
25,334,32,274
31,106,1088,73
2,118,15,162
24,58,1155,451
22,131,573,38
6,355,255,468
6,18,1077,27
9,65,1220,399
2,270,1021,430
20,160,873,383
30,153,432,84
34,43,385,146
13,158,1345,458
25,23,643,500
16,130,217,430
23,300,785,219
2,16,1387,374
36,343,172,5
35,121,49,446
29,357,382,214
30,190,667,397
5,240,72,57
3,225,1146,270
35,349,606,188
19,231,899,234
11,71,1099,335
28,365,578,94
21,222,381,361
16,44,774,252
14,328,822,377
24,332,243,178
33,1,783,380
35,1,17,413
3,309,849,38
3,339,381,345
6,335,84,347
2,75,1195,37
19,58,205,210
35,271,536,107
1,360,1173,409
